16179	52	[0.22098681 0.23419079 0.24318725]	 p2-p1: 0.0132 
16184	52	[0.22311382 0.24667165 0.25657642]	 p2-p1: 0.0236 
16189	52	[0.23854536 0.24648264 0.25881985]	 p2-p1: 0.0079 
16194	49	[0.22356045 0.26238507 0.26364008]	 p2-p1: 0.0388 
16199	49	[0.21376315 0.26379752 0.26520273]	 p2-p1: 0.0500 
16204	49	[0.21988474 0.2593633  0.25980395]	 p2-p1: 0.0395 
16209	57	[0.23666212 0.23701003 0.2461161 ]	 p2-p1: 0.0003 
16214	57	[0.2208974  0.22327344 0.2313831 ]	 p2-p1: 0.0024 
16219	57	[0.21052742 0.21940872 0.22298619]	 p2-p1: 0.0089 
16224	57	[0.2078667  0.20927615 0.21240602]	 p2-p1: 0.0014 
16229	57	[0.207371   0.2077783  0.21191953]	 p2-p1: 0.0004 
16234	52	[0.20829019 0.20855612 0.22087243]	 p2-p1: 0.0003 
16239	52	[0.21579534 0.22257616 0.22406453]	 p2-p1: 0.0068 
16244	49	[0.22063543 0.23717424 0.25544   ]	 p2-p1: 0.0165 
16249	49	[0.23410133 0.24706359 0.26163173]	 p2-p1: 0.0130 
16254	59	[0.24770543 0.25330323 0.25372258]	 p2-p1: 0.0056 
16259	54	[0.23478988 0.25079128 0.258031  ]	 p2-p1: 0.0160 
16264	54	[0.23253904 0.24017967 0.24861005]	 p2-p1: 0.0076 
16269	56	[0.22111398 0.22759613 0.22920904]	 p2-p1: 0.0065 
16274	57	[0.21189597 0.2136025  0.23480633]	 p2-p1: 0.0017 
16279	57	[0.20872566 0.21830203 0.23382324]	 p2-p1: 0.0096 
16284	57	[0.21005729 0.21413884 0.23702648]	 p2-p1: 0.0041 
16289	49	[0.20866084 0.21470411 0.2388134 ]	 p2-p1: 0.0060 
16294	49	[0.20860773 0.2178874  0.22390822]	 p2-p1: 0.0093 
16299	49	[0.2098931  0.2202234  0.22166231]	 p2-p1: 0.0103 
16304	49	[0.21354395 0.22187059 0.22809833]	 p2-p1: 0.0083 
16309	49	[0.2169295  0.22467878 0.2281293 ]	 p2-p1: 0.0077 
16314	49	[0.22002932 0.22880349 0.23071504]	 p2-p1: 0.0088 
16319	49	[0.22465605 0.22609508 0.23027423]	 p2-p1: 0.0014 
16324	48	[0.23001426 0.23034668 0.23159325]	 p2-p1: 0.0003 
16329	48	[0.23019472 0.23203364 0.24051112]	 p2-p1: 0.0018 
16334	57	[0.21467051 0.23178566 0.23803976]	 p2-p1: 0.0171 
16339	57	[0.2066575  0.2318357  0.24858904]	 p2-p1: 0.0252 
16344	57	[0.20541206 0.22342464 0.23147985]	 p2-p1: 0.0180 
16349	57	[0.20599222 0.21913464 0.22548863]	 p2-p1: 0.0131 
16354	57	[0.20847705 0.22681984 0.23079607]	 p2-p1: 0.0183 
16359	54	[0.22752538 0.22797503 0.23622566]	 p2-p1: 0.0004 
16364	49	[0.23034191 0.23081324 0.23908654]	 p2-p1: 0.0005 
16369	49	[0.226865   0.24119405 0.2453661 ]	 p2-p1: 0.0143 
16374	49	[0.23232535 0.23568551 0.24184605]	 p2-p1: 0.0034 
16379	59	[0.23689383 0.24080642 0.24201429]	 p2-p1: 0.0039 
16384	59	[0.22909553 0.24314588 0.24488145]	 p2-p1: 0.0141 
16389	57	[0.21369188 0.22525048 0.23139593]	 p2-p1: 0.0116 
16394	57	[0.20778929 0.22244549 0.23114054]	 p2-p1: 0.0147 
16399	57	[0.21068212 0.23453596 0.24322855]	 p2-p1: 0.0239 
16404	57	[0.23011994 0.2339926  0.23458636]	 p2-p1: 0.0039 
16409	56	[0.23250324 0.23611228 0.25151068]	 p2-p1: 0.0036 
16414	60	[0.241498   0.24464631 0.24609408]	 p2-p1: 0.0031 
16419	60	[0.23951718 0.24319138 0.25150418]	 p2-p1: 0.0037 
16424	60	[0.24319206 0.25240833 0.25709233]	 p2-p1: 0.0092 
16429	57	[0.23715344 0.2401317  0.25016356]	 p2-p1: 0.0030 
16434	57	[0.22099733 0.23756531 0.24055359]	 p2-p1: 0.0166 
16439	57	[0.21155047 0.2484962  0.25262177]	 p2-p1: 0.0369 
16444	57	[0.20860553 0.24249807 0.24999732]	 p2-p1: 0.0339 
16449	57	[0.20831738 0.2348971  0.24101517]	 p2-p1: 0.0266 
16454	57	[0.2087022  0.2361241  0.24509695]	 p2-p1: 0.0274 
16459	57	[0.21125521 0.25260502 0.2618912 ]	 p2-p1: 0.0413 
16464	57	[0.21761203 0.2630015  0.2633083 ]	 p2-p1: 0.0454 
16469	57	[0.22724788 0.23709035 0.25120232]	 p2-p1: 0.0098 
16474	55	[0.22805813 0.24022794 0.24029088]	 p2-p1: 0.0122 
16479	55	[0.23768353 0.24520558 0.25326946]	 p2-p1: 0.0075 
16484	52	[0.25473303 0.26026154 0.26270995]	 p2-p1: 0.0055 
16489	52	[0.23403117 0.23504595 0.25003025]	 p2-p1: 0.0010 
16494	56	[0.21954091 0.22484559 0.24280113]	 p2-p1: 0.0053 
16499	56	[0.21379757 0.22658594 0.2270801 ]	 p2-p1: 0.0128 
16504	57	[0.21214458 0.2162674  0.24194583]	 p2-p1: 0.0041 
16509	57	[0.20699973 0.22937822 0.24373525]	 p2-p1: 0.0224 
16514	57	[0.20557168 0.22584829 0.25014353]	 p2-p1: 0.0203 
16519	57	[0.20727172 0.22528343 0.2502181 ]	 p2-p1: 0.0180 
16524	57	[0.23105752 0.2397736  0.25197467]	 p2-p1: 0.0087 
16529	48	[0.24178201 0.24787119 0.25890446]	 p2-p1: 0.0061 
16534	48	[0.22461331 0.23397374 0.25398695]	 p2-p1: 0.0094 
16539	48	[0.2189314  0.23433977 0.24240164]	 p2-p1: 0.0154 
16544	56	[0.21789253 0.22215915 0.2505036 ]	 p2-p1: 0.0043 
16549	56	[0.20879713 0.23156808 0.23638903]	 p2-p1: 0.0228 
16554	56	[0.20826802 0.20835096 0.24724433]	 p2-p1: 0.0001 
16559	57	[0.20606436 0.21038371 0.24638307]	 p2-p1: 0.0043 
16564	57	[0.20561889 0.22427768 0.25935405]	 p2-p1: 0.0187 
16569	57	[0.20627156 0.25233352 0.2636615 ]	 p2-p1: 0.0461 
16574	57	[0.2080991  0.24764419 0.24769676]	 p2-p1: 0.0395 
16579	57	[0.21762964 0.23627412 0.24165651]	 p2-p1: 0.0186 
16584	48	[0.2302058  0.23445408 0.2400487 ]	 p2-p1: 0.0042 
16589	48	[0.22133076 0.24954796 0.25868902]	 p2-p1: 0.0282 
16594	48	[0.22107407 0.23064214 0.24785337]	 p2-p1: 0.0096 
16599	56	[0.20855632 0.22984159 0.24358846]	 p2-p1: 0.0213 
16604	56	[0.20541263 0.24410373 0.2495927 ]	 p2-p1: 0.0387 
16609	56	[0.20416309 0.23844019 0.24863929]	 p2-p1: 0.0343 
16614	56	[0.20431164 0.23765956 0.24794933]	 p2-p1: 0.0333 
16619	56	[0.2063807  0.24036059 0.24317116]	 p2-p1: 0.0340 
16624	56	[0.22072242 0.24965642 0.25190437]	 p2-p1: 0.0289 
16629	58	[0.2525113  0.26220733 0.26423004]	 p2-p1: 0.0097 
16634	48	[0.23897159 0.24264413 0.2580242 ]	 p2-p1: 0.0037 
16639	48	[0.22337458 0.22514202 0.24778515]	 p2-p1: 0.0018 
16644	48	[0.21997643 0.2221256  0.25631845]	 p2-p1: 0.0021 
16649	48	[0.22788313 0.23414433 0.25422704]	 p2-p1: 0.0063 
16654	56	[0.21725187 0.24849588 0.25317377]	 p2-p1: 0.0312 
16659	56	[0.20730409 0.23795047 0.24924347]	 p2-p1: 0.0306 
16664	56	[0.20636037 0.23471028 0.23987067]	 p2-p1: 0.0283 
16669	56	[0.20720223 0.222989   0.25394124]	 p2-p1: 0.0158 
16674	56	[0.20889986 0.21604335 0.2627849 ]	 p2-p1: 0.0071 
16679	58	[0.21359721 0.21577811 0.24118334]	 p2-p1: 0.0022 
16684	58	[0.21558356 0.22200894 0.2244004 ]	 p2-p1: 0.0064 
16689	48	[0.2109567  0.22261794 0.22939637]	 p2-p1: 0.0117 
16694	48	[0.21306714 0.23440911 0.25068054]	 p2-p1: 0.0213 
16699	53	[0.22932097 0.23128909 0.24768478]	 p2-p1: 0.0020 
16704	53	[0.21803504 0.25205147 0.25623876]	 p2-p1: 0.0340 
16709	53	[0.21503723 0.2554117  0.2642897 ]	 p2-p1: 0.0404 
16714	53	[0.22063532 0.24382877 0.24772654]	 p2-p1: 0.0232 
16719	56	[0.22239602 0.24017504 0.24063322]	 p2-p1: 0.0178 
16724	56	[0.21239278 0.2358942  0.23993969]	 p2-p1: 0.0235 
16729	56	[0.2090142  0.22387731 0.24722487]	 p2-p1: 0.0149 
16734	56	[0.20899418 0.21207787 0.24651845]	 p2-p1: 0.0031 
16739	56	[0.21106294 0.21554357 0.23324469]	 p2-p1: 0.0045 
16744	56	[0.21496876 0.22431105 0.23838824]	 p2-p1: 0.0093 
16749	56	[0.21865581 0.2291596  0.22968021]	 p2-p1: 0.0105 
16754	53	[0.21677677 0.22053707 0.25115478]	 p2-p1: 0.0038 
16759	53	[0.21764457 0.22002229 0.23524764]	 p2-p1: 0.0024 
16764	56	[0.21796075 0.23139858 0.23284155]	 p2-p1: 0.0134 
16769	56	[0.21572158 0.22763291 0.2461689 ]	 p2-p1: 0.0119 
16774	56	[0.21390629 0.21943143 0.22766548]	 p2-p1: 0.0055 
16779	56	[0.2121437  0.21408942 0.2224923 ]	 p2-p1: 0.0019 
16784	56	[0.20978203 0.2147985  0.21590772]	 p2-p1: 0.0050 
16789	54	[0.20761552 0.20860484 0.21090132]	 p2-p1: 0.0010 
16794	54	[0.20671785 0.20817658 0.20973378]	 p2-p1: 0.0015 
16799	54	[0.2073007  0.20846137 0.21003026]	 p2-p1: 0.0012 
16804	57	[0.2108637  0.21191564 0.21195723]	 p2-p1: 0.0011 
16809	57	[0.2120763  0.22519249 0.23348865]	 p2-p1: 0.0131 
16814	57	[0.21434063 0.22461003 0.23393434]	 p2-p1: 0.0103 
16819	48	[0.21718265 0.21875352 0.24083403]	 p2-p1: 0.0016 
16824	57	[0.22660251 0.23136367 0.25320816]	 p2-p1: 0.0048 
16829	57	[0.2386079  0.26306778 0.26557165]	 p2-p1: 0.0245 
16834	55	[0.24346709 0.25342178 0.2594005 ]	 p2-p1: 0.0100 
16839	55	[0.22572005 0.23326324 0.2407932 ]	 p2-p1: 0.0075 
16844	56	[0.22066    0.22578526 0.22635303]	 p2-p1: 0.0051 
16849	56	[0.21434473 0.22767767 0.22912   ]	 p2-p1: 0.0133 
16854	60	[0.21227744 0.21818186 0.21963464]	 p2-p1: 0.0059 
16859	60	[0.2085667  0.2096735  0.22486113]	 p2-p1: 0.0011 
16864	60	[0.21153319 0.21400303 0.22994056]	 p2-p1: 0.0025 
16869	60	[0.23322473 0.23646933 0.24401668]	 p2-p1: 0.0032 
16874	58	[0.25078166 0.26614374 0.26622924]	 p2-p1: 0.0154 
16879	55	[0.24604745 0.25741374 0.26344264]	 p2-p1: 0.0114 
16884	55	[0.23665813 0.24664332 0.25751376]	 p2-p1: 0.0100 
16889	56	[0.2369439  0.24547908 0.25402027]	 p2-p1: 0.0085 
16894	56	[0.21982941 0.2325708  0.24207383]	 p2-p1: 0.0127 
16899	60	[0.20906827 0.21282837 0.21636067]	 p2-p1: 0.0038 
16904	60	[0.20616888 0.20767182 0.21736315]	 p2-p1: 0.0015 
16909	60	[0.20555878 0.20701608 0.22656962]	 p2-p1: 0.0015 
16914	60	[0.20629884 0.20800579 0.24402392]	 p2-p1: 0.0017 
16919	60	[0.2092388  0.22003412 0.24789548]	 p2-p1: 0.0108 
16924	53	[0.23292692 0.23907842 0.24165815]	 p2-p1: 0.0062 
16929	53	[0.23106882 0.23905246 0.25058115]	 p2-p1: 0.0080 
16934	53	[0.24247494 0.2430007  0.25099406]	 p2-p1: 0.0005 
16939	52	[0.23034315 0.23915333 0.24672097]	 p2-p1: 0.0088 
16944	48	[0.21893537 0.22001898 0.2352929 ]	 p2-p1: 0.0011 
16949	52	[0.21213609 0.21538062 0.21682881]	 p2-p1: 0.0032 
16954	57	[0.2066111  0.2084193  0.20875032]	 p2-p1: 0.0018 
16959	57	[0.20505616 0.20736778 0.20737126]	 p2-p1: 0.0023 
16964	57	[0.20461068 0.20665479 0.20730072]	 p2-p1: 0.0020 
16969	57	[0.20471159 0.2062044  0.20744821]	 p2-p1: 0.0015 
16974	57	[0.2052816  0.20595875 0.20760804]	 p2-p1: 0.0007 
16979	52	[0.20585549 0.20642534 0.20781296]	 p2-p1: 0.0006 
16984	52	[0.20585734 0.20809788 0.20838353]	 p2-p1: 0.0022 
16989	52	[0.20598225 0.20848882 0.21806085]	 p2-p1: 0.0025 
16994	52	[0.20632939 0.20907253 0.22098681]	 p2-p1: 0.0027 
16999	52	[0.20711483 0.21219534 0.22100389]	 p2-p1: 0.0051 
17004	52	[0.20878413 0.2160951  0.21925965]	 p2-p1: 0.0073 
17009	60	[0.21931475 0.22142738 0.22316638]	 p2-p1: 0.0021 
17014	54	[0.21159938 0.22053364 0.22055696]	 p2-p1: 0.0089 
17019	54	[0.20993583 0.21447393 0.21974276]	 p2-p1: 0.0045 
17024	54	[0.21693054 0.21835992 0.2195467 ]	 p2-p1: 0.0014 
17029	60	[0.21728326 0.23461188 0.23729226]	 p2-p1: 0.0173 
17034	60	[0.21567367 0.24479859 0.24528763]	 p2-p1: 0.0291 
17039	60	[0.21223569 0.23662078 0.24567302]	 p2-p1: 0.0244 
17044	60	[0.20864794 0.22309679 0.24566603]	 p2-p1: 0.0144 
17049	60	[0.20748535 0.21475142 0.24154173]	 p2-p1: 0.0073 
17054	60	[0.20729017 0.21617141 0.24397582]	 p2-p1: 0.0089 
17059	60	[0.21052662 0.22631106 0.22774404]	 p2-p1: 0.0158 
17064	55	[0.21031484 0.22697109 0.23816168]	 p2-p1: 0.0167 
17069	55	[0.20808578 0.22129494 0.23423614]	 p2-p1: 0.0132 
17074	55	[0.20780316 0.21166512 0.2579697 ]	 p2-p1: 0.0039 
17079	55	[0.2083996  0.21012329 0.24190384]	 p2-p1: 0.0017 
17084	57	[0.21235088 0.21915351 0.24668765]	 p2-p1: 0.0068 
17089	57	[0.21480164 0.24188289 0.2470011 ]	 p2-p1: 0.0271 
17094	57	[0.21662188 0.22066921 0.23573446]	 p2-p1: 0.0040 
17099	60	[0.2105323  0.22161832 0.22868818]	 p2-p1: 0.0111 
17104	60	[0.20896202 0.21118352 0.22916918]	 p2-p1: 0.0022 
17109	54	[0.20692042 0.21206488 0.2387379 ]	 p2-p1: 0.0051 
17114	54	[0.20579316 0.22207434 0.22674043]	 p2-p1: 0.0163 
17119	54	[0.20538221 0.20949692 0.24037726]	 p2-p1: 0.0041 
17124	54	[0.20554146 0.2079811  0.25019842]	 p2-p1: 0.0024 
17129	54	[0.2066997  0.20837167 0.24147916]	 p2-p1: 0.0017 
17134	54	[0.21310255 0.21672203 0.22015136]	 p2-p1: 0.0036 
17139	57	[0.20805378 0.24244991 0.24773295]	 p2-p1: 0.0344 
17144	57	[0.20692202 0.2523285  0.2627311 ]	 p2-p1: 0.0454 
17149	57	[0.20681515 0.2488354  0.26251188]	 p2-p1: 0.0420 
17154	57	[0.20725141 0.25269884 0.25376356]	 p2-p1: 0.0454 
17159	57	[0.20796123 0.24224502 0.25591224]	 p2-p1: 0.0343 
17164	57	[0.2089369  0.21814054 0.23497784]	 p2-p1: 0.0092 
17169	55	[0.20742735 0.2140601  0.2146544 ]	 p2-p1: 0.0066 
17174	55	[0.20655693 0.21256553 0.22372258]	 p2-p1: 0.0060 
17179	55	[0.20781893 0.22111946 0.22694597]	 p2-p1: 0.0133 
17184	55	[0.22277585 0.2298801  0.23291826]	 p2-p1: 0.0071 
17189	52	[0.2209133  0.2630772  0.26325023]	 p2-p1: 0.0422 
17194	52	[0.21482953 0.25899172 0.26403782]	 p2-p1: 0.0442 
17199	52	[0.21154976 0.2403126  0.26500255]	 p2-p1: 0.0288 
17204	52	[0.21198843 0.24075235 0.26511425]	 p2-p1: 0.0288 
17209	52	[0.21865767 0.23100924 0.2598583 ]	 p2-p1: 0.0124 
17214	54	[0.21673247 0.21816882 0.23708028]	 p2-p1: 0.0014 
17219	55	[0.2075083  0.21867502 0.22316536]	 p2-p1: 0.0112 
17224	55	[0.20640591 0.22230753 0.23941387]	 p2-p1: 0.0159 
17229	55	[0.20690697 0.23909767 0.26519826]	 p2-p1: 0.0322 
17234	55	[0.21009094 0.26285708 0.26546904]	 p2-p1: 0.0528 
17239	55	[0.23575509 0.2542174  0.26328492]	 p2-p1: 0.0185 
17244	52	[0.23078716 0.25353122 0.26342064]	 p2-p1: 0.0227 
17249	52	[0.21340263 0.24705753 0.25949836]	 p2-p1: 0.0337 
17254	52	[0.20847858 0.22849849 0.24025634]	 p2-p1: 0.0200 
17259	52	[0.20839861 0.22226022 0.24249667]	 p2-p1: 0.0139 
17264	52	[0.2122165  0.23217681 0.2359531 ]	 p2-p1: 0.0200 
17269	55	[0.208616   0.22761631 0.24054438]	 p2-p1: 0.0190 
17274	55	[0.20622347 0.2505061  0.2579447 ]	 p2-p1: 0.0443 
17279	55	[0.20659941 0.23693332 0.23991615]	 p2-p1: 0.0303 
17284	55	[0.20775332 0.23021808 0.23338547]	 p2-p1: 0.0225 
17289	55	[0.20860799 0.22895752 0.23959291]	 p2-p1: 0.0203 
17294	55	[0.20894586 0.22946787 0.23025487]	 p2-p1: 0.0205 
17299	55	[0.21172272 0.21804912 0.21877427]	 p2-p1: 0.0063 
17304	57	[0.21725072 0.2186266  0.22381999]	 p2-p1: 0.0014 
17309	52	[0.21635076 0.22613609 0.23651151]	 p2-p1: 0.0098 
17314	52	[0.21956933 0.25112966 0.26361495]	 p2-p1: 0.0316 
17319	52	[0.22350383 0.26045775 0.26690796]	 p2-p1: 0.0370 
17324	52	[0.22599465 0.2409002  0.2561977 ]	 p2-p1: 0.0149 
17329	52	[0.22852471 0.22986308 0.24878132]	 p2-p1: 0.0013 
17334	55	[0.21784125 0.2272317  0.23536685]	 p2-p1: 0.0094 
17339	55	[0.20774758 0.22472492 0.23325922]	 p2-p1: 0.0170 
17344	55	[0.2062822  0.22329798 0.223326  ]	 p2-p1: 0.0170 
17349	55	[0.2056586  0.21216036 0.22517425]	 p2-p1: 0.0065 
17354	55	[0.20540607 0.21083865 0.23385733]	 p2-p1: 0.0054 
