0	51	[0.22355846 0.2309916  0.23984534]	 p2-p1: 0.0074 
5	49	[0.23931907 0.24288678 0.24893612]	 p2-p1: 0.0036 
10	49	[0.2425167  0.2569644  0.26338685]	 p2-p1: 0.0144 
15	52	[0.23495805 0.24867049 0.2611058 ]	 p2-p1: 0.0137 
20	52	[0.21830308 0.26303408 0.26413026]	 p2-p1: 0.0447 
25	52	[0.21426564 0.25527194 0.25792724]	 p2-p1: 0.0410 
30	52	[0.21934456 0.23646642 0.24347895]	 p2-p1: 0.0171 
35	48	[0.21498445 0.22249247 0.22921325]	 p2-p1: 0.0075 
40	51	[0.20911175 0.20912205 0.2185337 ]	 p2-p1: 0.0000 
45	51	[0.20816089 0.21167149 0.21965948]	 p2-p1: 0.0035 
50	51	[0.2089583  0.22331202 0.22946915]	 p2-p1: 0.0144 
55	51	[0.21977957 0.22281128 0.25368568]	 p2-p1: 0.0030 
60	49	[0.2274618  0.24589275 0.25372806]	 p2-p1: 0.0184 
65	49	[0.24676272 0.25278854 0.2574885 ]	 p2-p1: 0.0060 
70	54	[0.25091797 0.25110292 0.25650233]	 p2-p1: 0.0002 
75	54	[0.24716216 0.24970871 0.2528311 ]	 p2-p1: 0.0025 
80	60	[0.22735119 0.24075235 0.25002474]	 p2-p1: 0.0134 
85	60	[0.22065654 0.22645482 0.23216295]	 p2-p1: 0.0058 
90	48	[0.22170827 0.22342186 0.2259076 ]	 p2-p1: 0.0017 
95	54	[0.21682581 0.22034782 0.23243792]	 p2-p1: 0.0035 
100	54	[0.21341477 0.22538695 0.22571936]	 p2-p1: 0.0120 
105	54	[0.21315935 0.23322648 0.24530685]	 p2-p1: 0.0201 
110	54	[0.21580517 0.2489196  0.2584458 ]	 p2-p1: 0.0331 
115	54	[0.2207827  0.26370287 0.26544136]	 p2-p1: 0.0429 
120	54	[0.22695357 0.2629081  0.26501584]	 p2-p1: 0.0360 
125	54	[0.23271593 0.23392977 0.24008524]	 p2-p1: 0.0012 
130	60	[0.22009188 0.22180024 0.23627037]	 p2-p1: 0.0017 
135	60	[0.21719727 0.21923335 0.23670095]	 p2-p1: 0.0020 
140	60	[0.22296964 0.22747865 0.23047349]	 p2-p1: 0.0045 
145	51	[0.22835398 0.23101598 0.23865026]	 p2-p1: 0.0027 
150	54	[0.22762911 0.23086846 0.24040216]	 p2-p1: 0.0032 
155	54	[0.22511968 0.23255718 0.2618224 ]	 p2-p1: 0.0074 
160	54	[0.22385047 0.24324617 0.26116908]	 p2-p1: 0.0194 
165	54	[0.22429687 0.24402073 0.25388828]	 p2-p1: 0.0197 
170	54	[0.22725162 0.23896691 0.25104067]	 p2-p1: 0.0117 
175	54	[0.23382157 0.23729166 0.24223022]	 p2-p1: 0.0035 
180	49	[0.22871983 0.23131806 0.24529412]	 p2-p1: 0.0026 
185	60	[0.22584322 0.23837736 0.24188325]	 p2-p1: 0.0125 
190	60	[0.22946422 0.23858064 0.26279882]	 p2-p1: 0.0091 
195	60	[0.24294567 0.25382927 0.25522435]	 p2-p1: 0.0109 
200	57	[0.25767887 0.26361957 0.26634085]	 p2-p1: 0.0059 
205	56	[0.25301743 0.26624107 0.26670325]	 p2-p1: 0.0132 
210	48	[0.24693897 0.2534461  0.26247242]	 p2-p1: 0.0065 
