499	54	[0.21831165 0.2593656  0.2607181 ]	 p2-p1: 0.0411 
504	48	[0.23419613 0.25516224 0.25586528]	 p2-p1: 0.0210 
509	48	[0.22862846 0.2566467  0.26190272]	 p2-p1: 0.0280 
514	48	[0.2401312  0.24362937 0.24777097]	 p2-p1: 0.0035 
519	57	[0.2255299  0.24414444 0.253644  ]	 p2-p1: 0.0186 
524	57	[0.2198173  0.24126339 0.26073948]	 p2-p1: 0.0214 
529	57	[0.22302178 0.23026302 0.23579675]	 p2-p1: 0.0072 
534	54	[0.21265557 0.23615941 0.24480215]	 p2-p1: 0.0235 
539	54	[0.20810452 0.2566396  0.25665328]	 p2-p1: 0.0485 
544	54	[0.20748815 0.24179825 0.25068277]	 p2-p1: 0.0343 
549	54	[0.20759277 0.23458934 0.23562908]	 p2-p1: 0.0270 
554	54	[0.20813975 0.2337655  0.23725575]	 p2-p1: 0.0256 
559	54	[0.20904496 0.23828629 0.24482745]	 p2-p1: 0.0292 
564	54	[0.2139506  0.24728402 0.2543143 ]	 p2-p1: 0.0333 
569	54	[0.22171718 0.23103917 0.23894052]	 p2-p1: 0.0093 
574	57	[0.22263484 0.23207903 0.2358661 ]	 p2-p1: 0.0094 
579	57	[0.22784352 0.24232756 0.24989757]	 p2-p1: 0.0145 
584	54	[0.24697646 0.25309637 0.25680944]	 p2-p1: 0.0061 
589	54	[0.24286237 0.24869233 0.2503872 ]	 p2-p1: 0.0058 
594	54	[0.23278865 0.24012108 0.24512517]	 p2-p1: 0.0073 
599	54	[0.22277404 0.24582255 0.24685985]	 p2-p1: 0.0230 
604	54	[0.2175215  0.26099214 0.2643438 ]	 p2-p1: 0.0435 
609	54	[0.21882732 0.25624898 0.26064897]	 p2-p1: 0.0374 
614	54	[0.22875886 0.23547259 0.24175504]	 p2-p1: 0.0067 
619	57	[0.23736651 0.24481058 0.25014153]	 p2-p1: 0.0074 
624	53	[0.26273003 0.26352024 0.26622698]	 p2-p1: 0.0008 
629	56	[0.25801128 0.26258576 0.26403466]	 p2-p1: 0.0046 
634	56	[0.23542288 0.24305785 0.24426544]	 p2-p1: 0.0076 
639	55	[0.22659957 0.23175232 0.23587157]	 p2-p1: 0.0052 
644	55	[0.22447385 0.22933288 0.24115479]	 p2-p1: 0.0049 
649	55	[0.23665728 0.23740149 0.24768487]	 p2-p1: 0.0007 
654	57	[0.23352824 0.24555251 0.25066474]	 p2-p1: 0.0120 
659	60	[0.23701823 0.23877993 0.24485685]	 p2-p1: 0.0018 
664	60	[0.23277277 0.23785526 0.26839814]	 p2-p1: 0.0051 
669	60	[0.23009892 0.24824625 0.2645142 ]	 p2-p1: 0.0181 
674	60	[0.22737078 0.24196157 0.2486768 ]	 p2-p1: 0.0146 
679	54	[0.21578488 0.22430277 0.22833104]	 p2-p1: 0.0085 
684	54	[0.20762487 0.22097614 0.22162715]	 p2-p1: 0.0134 
689	54	[0.20725456 0.21944387 0.22022198]	 p2-p1: 0.0122 
694	54	[0.21158093 0.21384455 0.2208594 ]	 p2-p1: 0.0023 
699	51	[0.21021402 0.22467981 0.23748708]	 p2-p1: 0.0145 
704	51	[0.20892927 0.23407176 0.25688207]	 p2-p1: 0.0251 
709	51	[0.20882773 0.25282413 0.25504792]	 p2-p1: 0.0440 
714	51	[0.2090132  0.2499057  0.26258674]	 p2-p1: 0.0409 
719	51	[0.20987183 0.22899896 0.25523856]	 p2-p1: 0.0191 
724	51	[0.21103704 0.23079683 0.25115636]	 p2-p1: 0.0198 
729	51	[0.21220401 0.22170605 0.23364374]	 p2-p1: 0.0095 
734	54	[0.20949158 0.21428145 0.22417897]	 p2-p1: 0.0048 
739	54	[0.2084701  0.21884465 0.2248539 ]	 p2-p1: 0.0104 
744	54	[0.21011665 0.2276413  0.23303492]	 p2-p1: 0.0175 
749	54	[0.22149631 0.24135986 0.24513526]	 p2-p1: 0.0199 
754	48	[0.24208002 0.24492504 0.25424528]	 p2-p1: 0.0028 
759	55	[0.23425832 0.23494275 0.26370248]	 p2-p1: 0.0007 
764	55	[0.2390503  0.24236496 0.2463665 ]	 p2-p1: 0.0033 
769	59	[0.23997241 0.24110354 0.24750075]	 p2-p1: 0.0011 
774	51	[0.22954158 0.24194539 0.25012615]	 p2-p1: 0.0124 
779	51	[0.22096044 0.23222557 0.25904983]	 p2-p1: 0.0113 
784	51	[0.22761013 0.23089987 0.2315187 ]	 p2-p1: 0.0033 
789	54	[0.21975017 0.24656394 0.24819434]	 p2-p1: 0.0268 
794	54	[0.22208887 0.24184857 0.26454148]	 p2-p1: 0.0198 
799	55	[0.22755828 0.24069676 0.24110529]	 p2-p1: 0.0131 
804	57	[0.22074871 0.23440957 0.24429312]	 p2-p1: 0.0137 
809	57	[0.21840635 0.23139684 0.24124448]	 p2-p1: 0.0130 
814	51	[0.22269562 0.2284793  0.2319698 ]	 p2-p1: 0.0058 
819	51	[0.21172483 0.23583272 0.2502692 ]	 p2-p1: 0.0241 
824	51	[0.20861888 0.21991068 0.23858878]	 p2-p1: 0.0113 
829	51	[0.20879827 0.21310495 0.2247456 ]	 p2-p1: 0.0043 
834	56	[0.21015722 0.21192724 0.2150147 ]	 p2-p1: 0.0018 
839	56	[0.20876817 0.21215537 0.2271864 ]	 p2-p1: 0.0034 
844	56	[0.2078054  0.22474498 0.22661588]	 p2-p1: 0.0169 
849	56	[0.2065951  0.23478751 0.24290887]	 p2-p1: 0.0282 
854	56	[0.20551339 0.24192001 0.2434667 ]	 p2-p1: 0.0364 
859	56	[0.2049117  0.24973515 0.26027235]	 p2-p1: 0.0448 
864	56	[0.20518741 0.24473532 0.25136486]	 p2-p1: 0.0395 
869	56	[0.20729128 0.2306113  0.24700204]	 p2-p1: 0.0233 
874	50	[0.21903332 0.22633433 0.23086548]	 p2-p1: 0.0073 
879	50	[0.21126607 0.22398522 0.23212692]	 p2-p1: 0.0127 
884	50	[0.20872784 0.23899038 0.2539866 ]	 p2-p1: 0.0303 
889	50	[0.2088277  0.23517096 0.24018152]	 p2-p1: 0.0263 
894	50	[0.21259525 0.23629472 0.24667811]	 p2-p1: 0.0237 
899	50	[0.22194035 0.24402504 0.25223157]	 p2-p1: 0.0221 
904	56	[0.21367264 0.23531887 0.2561525 ]	 p2-p1: 0.0216 
909	56	[0.2076239  0.2494067  0.25640228]	 p2-p1: 0.0418 
914	56	[0.20730352 0.22430143 0.2311688 ]	 p2-p1: 0.0170 
919	56	[0.20874974 0.22026488 0.22571844]	 p2-p1: 0.0115 
924	56	[0.22212666 0.23813199 0.23834881]	 p2-p1: 0.0160 
929	50	[0.23532975 0.24498053 0.24932554]	 p2-p1: 0.0097 
934	50	[0.22366995 0.23873049 0.25561714]	 p2-p1: 0.0151 
939	50	[0.2136209  0.24266145 0.25365502]	 p2-p1: 0.0290 
944	50	[0.20825514 0.24491803 0.25683963]	 p2-p1: 0.0367 
949	50	[0.20684025 0.24157026 0.25006267]	 p2-p1: 0.0347 
954	50	[0.20601502 0.21561572 0.243096  ]	 p2-p1: 0.0096 
959	50	[0.20565596 0.20766756 0.21668956]	 p2-p1: 0.0020 
964	50	[0.20567322 0.20720312 0.2074561 ]	 p2-p1: 0.0015 
969	56	[0.2057836  0.20612915 0.20899573]	 p2-p1: 0.0003 
974	56	[0.20507903 0.20735872 0.23291543]	 p2-p1: 0.0023 
979	56	[0.20492403 0.21230896 0.25685355]	 p2-p1: 0.0074 
984	56	[0.20521343 0.22943233 0.25407428]	 p2-p1: 0.0242 
989	56	[0.20594348 0.23974624 0.25065348]	 p2-p1: 0.0338 
994	56	[0.2069448  0.23429263 0.26156121]	 p2-p1: 0.0273 
999	56	[0.20778939 0.2383106  0.24241498]	 p2-p1: 0.0305 
1004	56	[0.2081264 0.2252798 0.2364873]	 p2-p1: 0.0172 
1009	56	[0.20803198 0.22489865 0.2252311 ]	 p2-p1: 0.0169 
1014	56	[0.20795836 0.21140113 0.24066442]	 p2-p1: 0.0034 
1019	50	[0.20805648 0.20847721 0.24946839]	 p2-p1: 0.0004 
1024	50	[0.2077948  0.21368676 0.25052613]	 p2-p1: 0.0059 
1029	50	[0.20842133 0.2312873  0.26223904]	 p2-p1: 0.0229 
1034	50	[0.21196339 0.24465153 0.24840978]	 p2-p1: 0.0327 
1039	50	[0.22256747 0.236518   0.24692191]	 p2-p1: 0.0140 
1044	54	[0.2214104  0.24020517 0.24098295]	 p2-p1: 0.0188 
1049	54	[0.2161092  0.23606937 0.24095213]	 p2-p1: 0.0200 
1054	54	[0.22552922 0.23236537 0.2323736 ]	 p2-p1: 0.0068 
1059	55	[0.23597023 0.24382076 0.24625367]	 p2-p1: 0.0079 
1064	60	[0.24304265 0.24385062 0.25422367]	 p2-p1: 0.0008 
1069	50	[0.22747198 0.25611728 0.25986773]	 p2-p1: 0.0286 
1074	50	[0.20868018 0.24920131 0.2640605 ]	 p2-p1: 0.0405 
1079	50	[0.20914634 0.24065469 0.24167423]	 p2-p1: 0.0315 
1084	58	[0.23185077 0.24065483 0.24391848]	 p2-p1: 0.0088 
1089	54	[0.21814093 0.23813263 0.23994893]	 p2-p1: 0.0200 
1094	54	[0.2125881  0.2250208  0.22583014]	 p2-p1: 0.0124 
1099	55	[0.20959991 0.21779522 0.22775778]	 p2-p1: 0.0082 
1104	55	[0.20773363 0.21607256 0.23374055]	 p2-p1: 0.0083 
1109	55	[0.20771626 0.21299218 0.21595584]	 p2-p1: 0.0053 
1114	50	[0.20638952 0.2128141  0.21829073]	 p2-p1: 0.0064 
1119	50	[0.20481557 0.23440015 0.24650767]	 p2-p1: 0.0296 
1124	50	[0.20435083 0.23144831 0.24027918]	 p2-p1: 0.0271 
1129	50	[0.20450273 0.22640958 0.24472517]	 p2-p1: 0.0219 
1134	50	[0.2055313  0.23455968 0.2377351 ]	 p2-p1: 0.0290 
1139	50	[0.20787737 0.24148256 0.24380559]	 p2-p1: 0.0336 
1144	50	[0.21833757 0.2281654  0.23508567]	 p2-p1: 0.0098 
